,ID,Timestamp,Tweet URL,Keywords,Account handle,Account name,Account type,Joined,Following,Followers,Tweet,Tweet Translated,Tweet Length,Tweet Type,Date posted,Content type,Likes,Replies,Retweets,Theme,Stemmed,Lemmatized
68,10-69,3/30/2023 20:35:12,https://twitter.com/zelformilles/status/1433626723082391553,Ivermectin solusyon,@zelformilles,Eliezl Custodio,Identified,07/17,84,176,"Kaya pala hindi namamatay ang masasamang damo sa earth!! Umiinom sila ng Ivermectin na totoong solusyon sa covid!!! And why are u hiding these truths from us DOH FDA!?!?! Mga makasarili! Mga loko-loko! Mga walang konsensya! Yan ang totoong solusyon, Ivermectin, hindi bakuna!!

{Alt-text image: Facebook post of a Youtube video that claims DOH and FDA staff use ivermectin}",That's why the evil weeds are not disappearing from this earth They drink Ivermectin which is the true solution to covid And why are u hiding these truths from us DOH FDA You guys are selfish Dumb No Conscience the true solution is Ivermectin not vaccines,373,"Text, Image",03/09/21 11:03,Emotional,0,1,0,1,"['that', ""'s"", 'evil', 'weed', 'disappear', 'earth', 'they', 'drink', 'ivermectin', 'true', 'solut', 'covid', 'and', 'u', 'hide', 'truth', 'us', 'doh', 'fda', 'you', 'guy', 'selfish', 'dumb', 'no', 'conscienc', 'true', 'solut', 'ivermectin', 'vaccin']","['that', ""'s"", 'evil', 'weed', 'disappearing', 'earth', 'they', 'drink', 'ivermectin', 'true', 'solution', 'covid', 'and', 'u', 'hiding', 'truth', 'u', 'doh', 'fda', 'you', 'guy', 'selfish', 'dumb', 'no', 'conscience', 'true', 'solution', 'ivermectin', 'vaccine']"
69,10-70,3/30/2023 20:38:31,https://mobile.twitter.com/zelformilles/status/1423977085991718913,Ivermectin safe effective,@zelformilles,Eliezl Custodio,Identified,07/17,84,176,"Dun tayo sa covid gone! Because Ivermectin is safe and effective! #Notovaccine #Yestoivermectin

{Alt-text image: Twitter posts that support the use of Ivermectin}
",Let's go to the one where covid is gone Because Ivermectin is safe and effective Notovaccine Yestoivermectin,164,"Text, Image",07/08/21 19:59,Rational,1,1,0,1,"['let', ""'s"", 'go', 'one', 'covid', 'gone', 'becaus', 'ivermectin', 'safe', 'effect', 'notovaccin', 'yestoivermectin']","['let', ""'s"", 'go', 'one', 'covid', 'gone', 'because', 'ivermectin', 'safe', 'effective', 'notovaccine', 'yestoivermectin']"
70,10-71,3/30/2023 20:40:50,https://mobile.twitter.com/zelformilles/status/1423978317275754504/photo/2,Ivermectin end covid 19,@zelformilles,Eliezl Custodio,Identified,07/17,84,176,"Ivermectin use can end Covid-19 pandemic: Study  #Yestoivermectin

{Alt-text image: Articles and Twitter posts that support the use of Ivermectin}",Ivermectin use can end Covid-19 pandemic: Study  Yestoivermectin,146,"Text, Image",07/08/21 20:04,Rational,0,1,0,1,"['ivermectin', 'use', 'end', 'covid-19', 'pandem', ':', 'studi', 'yestoivermectin']","['ivermectin', 'use', 'end', 'covid-19', 'pandemic', ':', 'study', 'yestoivermectin']"
71,10-72,3/30/2023 20:42:52,https://mobile.twitter.com/zelformilles/status/1424167427508641797,Ivermectin effective,@zelformilles,Eliezl Custodio,Identified,07/17,84,176,"Uminom na po kayo agad ng Ivermectin! Ivermectin is very effective worldwide! It kills the virus and variants within 48 hrs! #Notovaccine #Yestoivermectin

{Alt-text image: Twitter posts that support the use of Ivermectin}",Drink Ivermectin right away Ivermectin is very effective worldwide It kills the virus and variants within 48 hrs Notovaccine Yestoivermectin,222,"Text, Image",08/08/21 08:35,Rational,0,1,0,1,"['drink', 'ivermectin', 'right', 'away', 'ivermectin', 'effect', 'worldwid', 'it', 'kill', 'viru', 'variant', 'within', '48', 'hr', 'notovaccin', 'yestoivermectin']","['drink', 'ivermectin', 'right', 'away', 'ivermectin', 'effective', 'worldwide', 'it', 'kill', 'virus', 'variant', 'within', '48', 'hr', 'notovaccine', 'yestoivermectin']"
72,10-73,3/30/2023 20:44:35,https://twitter.com/zelformilles/status/1429821081192333313,Ivermectin effective,@zelformilles,Eliezl Custodio,Identified,07/17,84,176,"ito hindi fake news! Nagka-covid sya, uminom sya ng Ivermectin, gumaling siya! Ang dami na gumaling sa Ivermectin! Ano bang ebidensya hinahanap ng mga doctor quack quack? Kamo ayaw nila sa mura safe at effective na gamot, dahil wala doon ang kitaan, nandon sa bakuna!!

{Alt-text image: CNN Twitter post about Rep. Defensor drinking Ivermectin}",This is not fake news They got covid they drank Ivermectin they got cured A lot of peole are being cured What other evidence does the quack quack doctors need They don't like the cheap safe and effective medicine since they can't profit off of it the profit is in the vaccines,344,"Text, Image",23/07/22 23:01,Emotional,126,1,12,0,"['thi', 'fake', 'news', 'they', 'got', 'covid', 'drank', 'ivermectin', 'got', 'cure', 'a', 'lot', 'peol', 'cure', 'what', 'evid', 'quack', 'quack', 'doctor', 'need', 'they', ""n't"", 'like', 'cheap', 'safe', 'effect', 'medicin', 'sinc', 'ca', ""n't"", 'profit', 'profit', 'vaccin']","['this', 'fake', 'news', 'they', 'got', 'covid', 'drank', 'ivermectin', 'got', 'cured', 'a', 'lot', 'peole', 'cured', 'what', 'evidence', 'quack', 'quack', 'doctor', 'need', 'they', ""n't"", 'like', 'cheap', 'safe', 'effective', 'medicine', 'since', 'ca', ""n't"", 'profit', 'profit', 'vaccine']"
73,10-74,3/30/2023 20:47:16,https://mobile.twitter.com/AngeliPV/status/1552648208727568384,Ivermectin noble prize,@AngeliPV,Angeli Pangilinan Valenciano,Identified,07/10,4239,300203,"Please consult the  @Covid19Critical group. Our pulmonologist in Houston Dr. Joseph Varon is one of the best Covid specialists in the USA having been interviewed by BBC, CNN, ABC etc&he was the one who said Ivermectin works &has been repurposed by tens of thousands for Covid.",Please consult the  Covid19Critical group Our pulmonologist in Houston Dr Joseph Varon is one of the best Covid specialists in the USA having been interviewed by BBC CNN ABC etc&he was the one who said Ivermectin works &has been repurposed by tens of thousands for Covid,276,Text,28/07/22 21:32,Rational,11,4,0,1,"['pleas', 'consult', 'covid19crit', 'group', 'our', 'pulmonologist', 'houston', 'dr', 'joseph', 'varon', 'one', 'best', 'covid', 'specialist', 'usa', 'interview', 'bbc', 'cnn', 'abc', 'etc', '&', 'one', 'said', 'ivermectin', 'work', '&', 'repurpos', 'ten', 'thousand', 'covid']","['please', 'consult', 'covid19critical', 'group', 'our', 'pulmonologist', 'houston', 'dr', 'joseph', 'varon', 'one', 'best', 'covid', 'specialist', 'usa', 'interviewed', 'bbc', 'cnn', 'abc', 'etc', '&', 'one', 'said', 'ivermectin', 'work', '&', 'repurposed', 'ten', 'thousand', 'covid']"
74,10-75,3/30/2023 20:48:16,https://mobile.twitter.com/jojo_castaneda/status/1373466659122339842,Ivermectin miracle drug,@jojo_castaneda,Jojo Castaneda,Identified,05/17,1153,422,@Drbeen123 we are from the Philippines and many of us are very well aware of the prevention and cure of Ivermectin thru Dr Allan Landrito but our own CDC FDA & DOH are still not convinced it’s a miracle drug .....,Drbeen123 we are from the Philippines and many of us are very well aware of the prevention and cure of Ivermectin thru Dr Allan Landrito but our own CDC FDA & DOH are still not convinced it’s a miracle drug ,213,Text,21/03/21 10:49,Rational,2,1,1,0,"['drbeen123', 'philippin', 'mani', 'us', 'well', 'awar', 'prevent', 'cure', 'ivermectin', 'thru', 'dr', 'allan', 'landrito', 'cdc', 'fda', '&', 'doh', 'still', 'convinc', '’', 'miracl', 'drug']","['drbeen123', 'philippine', 'many', 'u', 'well', 'aware', 'prevention', 'cure', 'ivermectin', 'thru', 'dr', 'allan', 'landrito', 'cdc', 'fda', '&', 'doh', 'still', 'convinced', '’', 'miracle', 'drug']"
75,10-76,3/30/2023 20:51:19,https://mobile.twitter.com/zelformilles/status/1425726539107168266,Ivermectin DOH,@zelformilles,Eliezl Custodio,Identified,07/17,84,176,"Grabe DOH ang lupit mo! Napakagulo ng department nyo maxado! Peke na nga yung mga doctors experts nyo puro corruption pa kayo!? Puro pa kayo push bakuna dahil andun ang kitaan! Sa Ivermectin na totoong solusyon wala kayo mapapala kaya di nyo pinapansin!? hay Lord have mercy

{Alt-text image: Facebook posts about DOH corruption as the reason for not supporting Ivermectin}",DOH is so cruel The department is so disorganized The doctor experts are alreadyy fake you guys are also deep in corruption You guys keep pushing vaccine since that's where the money is Ivermectin which is the true solution you guys don't notice hay Lord have mercy,373,"Text,Image",12/08/21 15:51,"Rational, Emotional",0,1,0,1,"['doh', 'cruel', 'the', 'depart', 'disorgan', 'the', 'doctor', 'expert', 'alreadyy', 'fake', 'guy', 'also', 'deep', 'corrupt', 'you', 'guy', 'keep', 'push', 'vaccin', 'sinc', ""'s"", 'money', 'ivermectin', 'true', 'solut', 'guy', ""n't"", 'notic', 'hay', 'lord', 'merci']","['doh', 'cruel', 'the', 'department', 'disorganized', 'the', 'doctor', 'expert', 'alreadyy', 'fake', 'guy', 'also', 'deep', 'corruption', 'you', 'guy', 'keep', 'pushing', 'vaccine', 'since', ""'s"", 'money', 'ivermectin', 'true', 'solution', 'guy', ""n't"", 'notice', 'hay', 'lord', 'mercy']"
76,10-77,3/30/2023 22:00:11,https://mobile.twitter.com/alvin_galindez/status/1407258953851883520,Ivermectin solusyon,@alvin_galindez,CryptoTech,Identified,12/19,387,17,"Pwede ba mamigay muna kau ng libreng ivermectin sa lahat ng pinoy para matapos na ang covid. Kami naman ang maguutos sa gobyerno, hindi ung puro na pang kami sunod at kami pa lagi nasisisi. Walang magandang resulta ang solusyon eh kaya kami naman ang magbibigay ng solusyon.",Is it possible to just distribute free ivermectin for now to all pinoys so that covid can finally end Let's try that we control the government not where we just follow but still get blamed There are no good results on the solution so now let's try that we're the ones to be giving solutions,274,"Text, Reply",22/06/21 16:47,Emotional,0,1,0,2,"['is', 'possibl', 'distribut', 'free', 'ivermectin', 'pinoy', 'covid', 'final', 'end', 'let', ""'s"", 'tri', 'control', 'govern', 'follow', 'still', 'get', 'blame', 'there', 'good', 'result', 'solut', 'let', ""'s"", 'tri', ""'re"", 'one', 'give', 'solut']","['is', 'possible', 'distribute', 'free', 'ivermectin', 'pinoys', 'covid', 'finally', 'end', 'let', ""'s"", 'try', 'control', 'government', 'follow', 'still', 'get', 'blamed', 'there', 'good', 'result', 'solution', 'let', ""'s"", 'try', ""'re"", 'one', 'giving', 'solution']"
77,10-78,30/03/23 22:15:26,https://mobile.twitter.com/hakki501/status/1372379964314554372,Ivermectin solusyon,@hakki501,J.,Anonymous,10/11,1392,877,"Ivermectin ang solusyon, hindi bakuna!",Ivermectin is the solution not vaccines,38,"Text, Reply",18/03/21 10:50,Rational,0,0,0,2,"['ivermectin', 'solut', 'vaccin']","['ivermectin', 'solution', 'vaccine']"
78,10-79,30/03/23 22:32:52,https://mobile.twitter.com/jpsangs/status/1421610805355638784,Ivermectin mabisang gamot,@jpsangs,TNTrio Movement,Anonymous,02/13,810,727,Bakit di ninyo subukan ang Ivermectin sir. Paulit ulit lang ang nangyayari dito sa Covid na ito. Walang katapusang lockdown na walang namang ibinibigay na solusyon. Try ninyo ang mura at mabisang gamot na Ivermectin. FYI,Why can't you just try Ivermectin sir What's happening with Covid just keeps repeating and repeating There is no end to this lockdown that doesn't offer a solution Try the cheap and effective medicine called Ivermectin FYI,220,"Text, Reply",01/08/21 07:16,Emotional,1,0,0,2,"['whi', 'ca', ""n't"", 'tri', 'ivermectin', 'sir', 'what', ""'s"", 'happen', 'covid', 'keep', 'repeat', 'repeat', 'there', 'end', 'lockdown', ""n't"", 'offer', 'solut', 'tri', 'cheap', 'effect', 'medicin', 'call', 'ivermectin', 'fyi']","['why', 'ca', ""n't"", 'try', 'ivermectin', 'sir', 'what', ""'s"", 'happening', 'covid', 'keep', 'repeating', 'repeating', 'there', 'end', 'lockdown', ""n't"", 'offer', 'solution', 'try', 'cheap', 'effective', 'medicine', 'called', 'ivermectin', 'fyi']"
79,10-80,30/03/23 22:43:07,https://mobile.twitter.com/CapituloObGyne/status/1388408426905014276,Ivermectin solusyon,@CapituloObGyne,Dr. Ryan B. Capitulo,Identified,05/11,900,630,"Bilang lisensiyadong manggagamot ng Pilipinas, kaisa ako ng Philippine Medical Association sa pagsulong ng agham ng medisina! Sinusuportahan ko ang pahayag na ito patungkol sa ivermectin! AGHAM ang solusyon sa pandemya! #BAKUNAatHINDIpurga #KontraCOVIDdapat #HINDIkontraBulate

{Alt-text image: Signed letter of Doctors supporting Ivermectin}",As a licensed doctor in the Philippines I stand with the Philippine Medical Association to advance the field of medicine I support this report regarding Ivermectin Science is the solution to this pandemic BAKUNAatHINDIPurga KontraCOVIDdapat HINDIkontraBulate,342,"Text, Image",01/05/21 16:22,Rational,1,0,0,1,"['as', 'licens', 'doctor', 'philippin', 'i', 'stand', 'philippin', 'medic', 'associ', 'advanc', 'field', 'medicin', 'i', 'support', 'report', 'regard', 'ivermectin', 'scienc', 'solut', 'pandem', 'bakunaathindipurga', 'kontracoviddapat', 'hindikontrabul']","['a', 'licensed', 'doctor', 'philippine', 'i', 'stand', 'philippine', 'medical', 'association', 'advance', 'field', 'medicine', 'i', 'support', 'report', 'regarding', 'ivermectin', 'science', 'solution', 'pandemic', 'bakunaathindipurga', 'kontracoviddapat', 'hindikontrabulate']"
80,10-81,30/03/23 22:55:45,https://mobile.twitter.com/Batangpaslit88/status/1380744177852407812,Ivermectin big pharma,@Batangpaslit88,Batangpaslit,Anonymous,04/21,6,0,"Better to try and die trying than dying without even trying, para sa mag bumabatikos sa ivermectin at nabayaran ng mga malalaking pharma pagpapatuloy niyo lang yan at wala kayo magagawa sa amin because this is the time of survival kahit ugat ng acacia kung sabihin gamot iinom kmi",Better to try and die trying than dying without even trying for critics of ivermectin and for bribed people by big pharma just continue what you're doing since you can't do anything to us since this is the time of survival even the root of an acacia tree we will drink if it was reported to be medicine,280,"Text, Reply",10/04/21 12:47,Emotional,0,0,0,2,"['better', 'tri', 'die', 'tri', 'die', 'without', 'even', 'tri', 'critic', 'ivermectin', 'bribe', 'peopl', 'big', 'pharma', 'continu', ""'re"", 'sinc', 'ca', ""n't"", 'anyth', 'us', 'sinc', 'time', 'surviv', 'even', 'root', 'acacia', 'tree', 'drink', 'report', 'medicin']","['better', 'try', 'die', 'trying', 'dying', 'without', 'even', 'trying', 'critic', 'ivermectin', 'bribed', 'people', 'big', 'pharma', 'continue', ""'re"", 'since', 'ca', ""n't"", 'anything', 'u', 'since', 'time', 'survival', 'even', 'root', 'acacia', 'tree', 'drink', 'reported', 'medicine']"
81,10-82,31/03/23 07:22:18,https://mobile.twitter.com/nic_arenas/status/1427630473325514766,Ivermectin ospital,@nic_arenas,Nick Arenas,Identified,06/16,437,94,ivermectin dapat ng simulan sa mga ospital,Ivermectin should be started in hospitals,42,"Text, Reply",17/08/21 21:56,Rational,0,0,0,2,"['ivermectin', 'start', 'hospit']","['ivermectin', 'started', 'hospital']"
82,10-83,31/03/23 08:26:49,https://mobile.twitter.com/Kabagabagabag02/status/1575042175435317249,Ivermectin covid restriction,@Kabagabagabag02,April,Anonymous,05/22,36,9,President alisin na po natin ang covid restrictions at gamitin ang ivermectin for prophylactic treatment ng mga tao like in India imbes na i push ang death shot ng untested vaccine. Ng di naman po kami feeling exiled from our own country.,President let's remove covid restrictions and use ivermectin for prophylactic treatment for people like in INdia instead of pushing the death shot of an untested vaccine So that we don't feel that we are exiled from our own country ,238,"Text, Reply",28/09/22 16:38,Emotional,2,0,2,1,"['presid', 'let', ""'s"", 'remov', 'covid', 'restrict', 'use', 'ivermectin', 'prophylact', 'treatment', 'peopl', 'like', 'india', 'instead', 'push', 'death', 'shot', 'untest', 'vaccin', 'so', ""n't"", 'feel', 'exil', 'countri']","['president', 'let', ""'s"", 'remove', 'covid', 'restriction', 'use', 'ivermectin', 'prophylactic', 'treatment', 'people', 'like', 'india', 'instead', 'pushing', 'death', 'shot', 'untested', 'vaccine', 'so', ""n't"", 'feel', 'exiled', 'country']"
83,10-84,31/03/23 08:31:51,https://mobile.twitter.com/jojo_castaneda/status/1423131057033867268,ivermectin lock down,@jojo_castaneda,Jojo Castaneda,Identified,05/17,1153,422,"Yan ang salon sa Bayan....walang Alam kung hindi lock down,Tanong mo bakit ayaw gamitin ivermectin",That's the issue with this CountryOnly lockdown is on their minds ask them why don't want to use ivermectin,98,"Text, Reply",05/08/21 11:57,Emotional,0,0,0,2,"['that', ""'s"", 'issu', 'countryonli', 'lockdown', 'mind', 'ask', ""n't"", 'want', 'use', 'ivermectin']","['that', ""'s"", 'issue', 'countryonly', 'lockdown', 'mind', 'ask', ""n't"", 'want', 'use', 'ivermectin']"
84,10-85,31/03/23 08:35:45,https://mobile.twitter.com/bleepbloop_X/status/1435106862865661953,ivermectin effective,@bleepbloop_X,Name,Anonymous,04/09,951,268,"I think our govt. knew something that we don't kaya nag GCQ na lang ulit kahit all time high ang mga cases,. Balita ko effective daw yung Molnupiravir na antivirus drug na gawa mg Merck na siya din ang gumawa ng Ivermectin.",I think our govt knew something that we dont' cause they imposed GCQ again even though cases are at an all time high I heard rumors that Molnupiravir is effective as an antivirus drug that was made by Merck which were also the ones who made Ivermectin,223,Text,07/09/21 13:05,"Rational,Emotional",0,0,0,1,"['i', 'think', 'govt', 'knew', 'someth', 'dont', ""'"", 'caus', 'impos', 'gcq', 'even', 'though', 'case', 'time', 'high', 'i', 'heard', 'rumor', 'molnupiravir', 'effect', 'antiviru', 'drug', 'made', 'merck', 'also', 'one', 'made', 'ivermectin']","['i', 'think', 'govt', 'knew', 'something', 'dont', ""'"", 'cause', 'imposed', 'gcq', 'even', 'though', 'case', 'time', 'high', 'i', 'heard', 'rumor', 'molnupiravir', 'effective', 'antivirus', 'drug', 'made', 'merck', 'also', 'one', 'made', 'ivermectin']"
85,10-86,31/03/23 08:45:57,https://mobile.twitter.com/Jingle03/status/1389586029770858500,ivermectin solution,@Jingle03,Jingle,Anonymous,04/09,233,216,"So may nagtatanong..bakit daw ba mukha akong Ivermectin? Ang sagot ko lang, para sa mga nagkaron ng severe covid, matatakot kang maranasan ulit yon at kung ito man ang solution, eh why not!? #ivermectin #ivm #kontrabulatekontracovid",People have been askingwhy do I shill for Ivermectin The answer is for people who had severe covid you ca get scared to experiece it again and if this is the solution then why not ivermectin ivm kontrabulatekontro,232,Text,04/05/21 22:21,Emotional,0,0,0,0,"['peopl', 'askingwhi', 'i', 'shill', 'ivermectin', 'the', 'answer', 'peopl', 'sever', 'covid', 'ca', 'get', 'scare', 'experiec', 'solut', 'ivermectin', 'ivm', 'kontrabulatekontro']","['people', 'askingwhy', 'i', 'shill', 'ivermectin', 'the', 'answer', 'people', 'severe', 'covid', 'ca', 'get', 'scared', 'experiece', 'solution', 'ivermectin', 'ivm', 'kontrabulatekontro']"
86,10-87,31/03/23 08:51:23,https://mobile.twitter.com/RTWFoundation/status/1435114915472175108,ivermectin pharma philipplines,@RTWFoundation,RTWFoundation,Media,02/12,21,12,Lots of lives saved here in the Philippines by Ivermectin. Same in Africa. My Foundation gave away thousands of doses. Big pharma and their politician investors doing anything they can to suppress other treatments or remedies. Shame in you all.,Lots of lives saved here in the Philippines by Ivermectin Same in Africa My Foundation gave away thousands of doses Big pharma and their politician investors doing anything they can to suppress other treatments or remedies Shame in you all,244,"Text, Reply",07/09/21 13:37,Emotional,111,7,10,0,"['lot', 'live', 'save', 'philippin', 'ivermectin', 'same', 'africa', 'my', 'foundat', 'gave', 'away', 'thousand', 'dose', 'big', 'pharma', 'politician', 'investor', 'anyth', 'suppress', 'treatment', 'remedi', 'shame']","['lot', 'life', 'saved', 'philippine', 'ivermectin', 'same', 'africa', 'my', 'foundation', 'gave', 'away', 'thousand', 'dos', 'big', 'pharma', 'politician', 'investor', 'anything', 'suppress', 'treatment', 'remedy', 'shame']"
87,10-88,31/03/23 08:54:23,https://twitter.com/AslLotoy/status/1377218766036078592,Ivermectin solusyon DOH,@AslLotoy,ASL Lotoy,Anonymous,07/20,378,40,"IVERMECTIN SOLUSYON SA COVID 19. COBIDA PINAGKAKAKITAANG NG FDA DOH AYAW APRUBAHAN ANG IVERMECTIN

{Alt-text image: Screenshot of youtube video talking about FDA not supporting Ivermectin}",IVERMECTIN IS SOLUTION FOR COVID 19 COVID IS  BEING USED FOR CORRUPTION BY THE FDA AND DOH THAT'S WHY THEY DON'T APRROVE IVERMECTIN ,188,"Text, Image",31/03/21 19:18,Emotional,0,0,0,1,"['ivermectin', 'is', 'solut', 'for', 'covid', '19', 'covid', 'is', 'be', 'use', 'for', 'corrupt', 'by', 'the', 'fda', 'and', 'doh', 'that', ""'s"", 'whi', 'they', 'do', ""n't"", 'aprrov', 'ivermectin']","['ivermectin', 'is', 'solution', 'for', 'covid', '19', 'covid', 'is', 'being', 'used', 'for', 'corruption', 'by', 'the', 'fda', 'and', 'doh', 'that', ""'s"", 'why', 'they', 'do', ""n't"", 'aprrove', 'ivermectin']"
88,10-89,31/03/23 09:05:24,https://twitter.com/BrentHermosa24/status/1379604527603544068,Ivermectin solusyon DOH,@BrentHermosa24,Scorpi,Identified,12/20,428,284,"Tang ina Ivermectin lang pala solusyon para matapos na yung pag kalat ng covid ang problema pinipigilan ng DOH at FDA, Bakit? kasi mura at wala silang makukuhang pera.",Tang ina Ivermectin was the solution all along to stop the spread of covid The problem is DOH and FDA stops it Why cause it's cheap and they receive no money from it,167,Text,07/04/21 09:18,Emotional,1,0,1,2,"['tang', 'ina', 'ivermectin', 'solut', 'along', 'stop', 'spread', 'covid', 'the', 'problem', 'doh', 'fda', 'stop', 'whi', 'caus', ""'s"", 'cheap', 'receiv', 'money']","['tang', 'ina', 'ivermectin', 'solution', 'along', 'stop', 'spread', 'covid', 'the', 'problem', 'doh', 'fda', 'stop', 'why', 'cause', ""'s"", 'cheap', 'receive', 'money']"
89,10-90,31/03/23 09:18:09,https://twitter.com/jaguar726/status/1378230570577092616,Ivermectin solusyon DOH,@jaguar726,AlphaNumEric,Anonymous,11/09,573,363,Panawagan sa FDA at DOH : Tutal wala naman kayo tiyak na solusyon ...wag na kayo maging hadlang sa posibleng solusyon. Lalo pa at napatunayan na wala naman pinsala na nararanasan sa gamot na Ivermectin at matagal na ito ginagamit . https://fb.watch/4DMAkfjuO0/ via,Advice for FDA and DOH: Since you guys have no solid solution Just don't be obstacles for possible solutions Especially since it's been proven that there is no side effect when drinking Ivermectin and it's been used for quite a long time https://fbwatch/4DMAkfjuO0/ via,264,"Text, Link",03/04/21 14:19,Rational,0,0,0,1,"['advic', 'fda', 'doh', ':', 'sinc', 'guy', 'solid', 'solut', 'just', ""n't"", 'obstacl', 'possibl', 'solut', 'especi', 'sinc', ""'s"", 'proven', 'side', 'effect', 'drink', 'ivermectin', ""'s"", 'use', 'quit', 'long', 'time', 'httpsskeptical_annoyed_undecided_uneasy_or_hesitant/fbwatch/4dmakfjuo0/', 'via']","['advice', 'fda', 'doh', ':', 'since', 'guy', 'solid', 'solution', 'just', ""n't"", 'obstacle', 'possible', 'solution', 'especially', 'since', ""'s"", 'proven', 'side', 'effect', 'drinking', 'ivermectin', ""'s"", 'used', 'quite', 'long', 'time', 'httpsskeptical_annoyed_undecided_uneasy_or_hesitant/fbwatch/4dmakfjuo0/', 'via']"
90,10-91,31/03/23 09:27:48,https://twitter.com/GregGAndres1/status/1429695145549590533,Ivermectin solusyon DOH,@GregGAndres1,"Greg G. Andres
",Identified,08/19,515,135,Wala ng gusto maniwala sa DOH at FDA… ang dami ng bumibili at umiinum ng Ivermectin mahigit 1-taon na at marami na ding mga gumaling…wala kayo awa sa taumbayan ECQ MECQ at LOCKDOWN lang alam nyo. Pahirap sa taumbayan lang yan! Ivermectin ang solusyon sa pandemya!!!,No one wants to believe DOH and FDA anymore a lot of people already bought and drank Ivermectin for more than 1 year and many have been curedyou have no compassion for the people ECQ MECQ and LOCKDOWN are the only things you know They're struggles for the people Ivermectin is the solution to this pandemic ,265,"Text, Reply",23/08/21 14:40,Emotional,0,0,0,0,"['no', 'one', 'want', 'believ', 'doh', 'fda', 'anymor', 'lot', 'peopl', 'alreadi', 'bought', 'drank', 'ivermectin', '1', 'year', 'mani', 'curedy', 'compass', 'peopl', 'ecq', 'mecq', 'lockdown', 'thing', 'know', 'they', ""'re"", 'struggl', 'peopl', 'ivermectin', 'solut', 'pandem']","['no', 'one', 'want', 'believe', 'doh', 'fda', 'anymore', 'lot', 'people', 'already', 'bought', 'drank', 'ivermectin', '1', 'year', 'many', 'curedyou', 'compassion', 'people', 'ecq', 'mecq', 'lockdown', 'thing', 'know', 'they', ""'re"", 'struggle', 'people', 'ivermectin', 'solution', 'pandemic']"
91,10-92,31/03/23 12:13:01,https://twitter.com/docaarjay/status/1378030499008892929,Ivermectin effective gamot,@docaarjay,aarjay,Anonymous,04/15,4844,3586,"Ivermectin tinest namin yan before, ang problema ayaw ng Pinas sa effective na gamot dahil wala silang pagkakakitaan",Ivermectin was tested before the problem is the Philippines doesn't live effective medicine since they can't profit off of that,116,"Text, Reply",03/04/21 01:04,Emotional,0,1,0,0,"['ivermectin', 'test', 'problem', 'philippin', ""n't"", 'live', 'effect', 'medicin', 'sinc', 'ca', ""n't"", 'profit']","['ivermectin', 'tested', 'problem', 'philippine', ""n't"", 'live', 'effective', 'medicine', 'since', 'ca', ""n't"", 'profit']"
92,10-93,31/03/23 12:30:33,https://twitter.com/Cesar33421743/status/1480178445573189633,Ivermectin effective pharma,@Cesar33421743,Cesar,Anonymous,08/19,2,2,"SIMPLE PLAIN TRUTH: MATTHEW 10:8 ""DOH (department of health) BOW DOWN TO THE BIG PHARMA, THEY DIDN'T WANT US TO HEAL FROM COVID VIRUS THROUGH IVERMECTIN AND VIRGIN COCONUT OIL WHICH IS CHEAPER AND PROVEN EFFECTIVE"".

{Alt-text image: Picture of directions on how to drink Ivermectin}","SIMPLE PLAIN TRUTH: MATTHEW 10:8 ""DOH department of health BOW DOWN TO THE BIG PHARMA THEY DIDN'T WANT US TO HEAL FROM COVID VIRUS THROUGH IVERMECTIN AND VIRGIN COCONUT OIL WHICH IS CHEAPER AND PROVEN EFFECTIVE""",283,"Text, Image",09/01/22 22:03,Rational,0,0,0,1,"['simpl', 'plain', 'truth', ':', 'matthew', '10:8', '``', 'doh', 'depart', 'health', 'bow', 'down', 'to', 'the', 'big', 'pharma', 'they', 'did', ""n't"", 'want', 'us', 'to', 'heal', 'from', 'covid', 'viru', 'through', 'ivermectin', 'and', 'virgin', 'coconut', 'oil', 'which', 'is', 'cheaper', 'and', 'proven', 'effect', ""''""]","['simple', 'plain', 'truth', ':', 'matthew', '10:8', '``', 'doh', 'department', 'health', 'bow', 'down', 'to', 'the', 'big', 'pharma', 'they', 'did', ""n't"", 'want', 'u', 'to', 'heal', 'from', 'covid', 'virus', 'through', 'ivermectin', 'and', 'virgin', 'coconut', 'oil', 'which', 'is', 'cheaper', 'and', 'proven', 'effective', ""''""]"
