ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Length,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Theme,Reasoning,Remarks,Reviewer,Review
10-80,30/03/23 22:43:07,https://mobile.twitter.com/CapituloObGyne/status/1388408426905014276,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin solusyon,@CapituloObGyne,Dr. Ryan B. Capitulo,"servant of GOD, dutiful son, loving brother, doting uncle, OB-GYN, pediatric & adolescent gynecologist, medical educator, pro-life advocate, Roman Catholic",Identified,05/11,900,630,,"Bilang lisensiyadong manggagamot ng Pilipinas, kaisa ako ng Philippine Medical Association sa pagsulong ng agham ng medisina! Sinusuportahan ko ang pahayag na ito patungkol sa ivermectin! AGHAM ang solusyon sa pandemya! #BAKUNAatHINDIpurga #KontraCOVIDdapat #HINDIkontraBulate

{Alt-text image: Signed letter of Doctors supporting Ivermectin}","As a licensed doctor in the Philippines, I stand with the Philippine Medical Association to advance the field of medicine! I support this report regarding Ivermectin! Science is the solution to this pandemic! #BAKUNAatHINDIPurga #KontraCOVIDdapat #HINDIkontraBulate

{Alt-text image: Signed letter of Doctors supporting Ivermectin}",342,"Text, Image",01/05/21 16:22,,Rational,1,0,0,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-81,30/03/23 22:55:45,https://mobile.twitter.com/Batangpaslit88/status/1380744177852407812,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin big pharma,@Batangpaslit88,Batangpaslit,@paslit,Anonymous,04/21,6,0,,"Better to try and die trying than dying without even trying, para sa mag bumabatikos sa ivermectin at nabayaran ng mga malalaking pharma pagpapatuloy niyo lang yan at wala kayo magagawa sa amin because this is the time of survival kahit ugat ng acacia kung sabihin gamot iinom kmi","Better to try and die trying than dying without even trying, for critics of ivermectin and for bribed people by big pharma just continue what you're doing since you can't do anything to us since this is the time of survival even the root of an acacia tree we will drink if it was reported to be medicine",280,"Text, Reply",10/04/21 12:47,,Emotional,0,0,0,,,,None,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-82,31/03/23 07:22:18,https://mobile.twitter.com/nic_arenas/status/1427630473325514766,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin ospital,@nic_arenas,Nick Arenas,Life | Humanity | Spirituality | HealthCare | Sports | Basketball,Identified,06/16,437,94,,ivermectin dapat ng simulan sa mga ospital,Ivermectin should be started in hospitals,42,"Text, Reply",17/08/21 21:56,,Rational,0,0,0,,,,None,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-83,31/03/23 08:26:49,https://mobile.twitter.com/Kabagabagabag02/status/1575042175435317249,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin covid restriction,@Kabagabagabag02,April,"Upholding our Constitutional rights against tyranny is a MUST. Educate your children as it is VALUABLE, once its gone, it will never be taken back.",Anonymous,05/22,36,9,,President alisin na po natin ang covid restrictions at gamitin ang ivermectin for prophylactic treatment ng mga tao like in India imbes na i push ang death shot ng untested vaccine. Ng di naman po kami feeling exiled from our own country.,President let's remove covid restrictions and use ivermectin for prophylactic treatment for people like in INdia instead of pushing the death shot of an untested vaccine. So that we don't feel that we are exiled from our own country. ,238,"Text, Reply",28/09/22 16:38,,Emotional,2,0,2,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-84,31/03/23 08:31:51,https://mobile.twitter.com/jojo_castaneda/status/1423131057033867268,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,ivermectin lock down,@jojo_castaneda,Jojo Castaneda,The most common elements in the universe are Hydrogen and Stupidity !,Identified,05/17,1153,422,,"Yan ang salon sa Bayan....walang Alam kung hindi lock down,Tanong mo bakit ayaw gamitin ivermectin","That's the issue with this Country...Only lockdown is on their minds, ask them why don't want to use ivermectin",98,"Text, Reply",05/08/21 11:57,,Emotional,0,0,0,,,,None,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-85,31/03/23 08:35:45,https://mobile.twitter.com/bleepbloop_X/status/1435106862865661953,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,ivermectin effective,@bleepbloop_X,Name,mcgi.org,Anonymous,04/09,951,268,,"I think our govt. knew something that we don't kaya nag GCQ na lang ulit kahit all time high ang mga cases,. Balita ko effective daw yung Molnupiravir na antivirus drug na gawa mg Merck na siya din ang gumawa ng Ivermectin.","I think our govt. knew something that we dont' cause they imposed GCQ again even though cases are at an all time high,. I heard rumors that Molnupiravir is effective as an antivirus drug that was made by Merck which were also the ones who made Ivermectin",223,Text,07/09/21 13:05,,"Rational,Emotional",0,0,0,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-86,31/03/23 08:45:57,https://mobile.twitter.com/Jingle03/status/1389586029770858500,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,ivermectin solution,@Jingle03,Jingle,"c'',)/ Instagram: jingle03_",Anonymous,04/09,233,216,Manila,"So may nagtatanong..bakit daw ba mukha akong Ivermectin? Ang sagot ko lang, para sa mga nagkaron ng severe covid, matatakot kang maranasan ulit yon at kung ito man ang solution, eh why not!? #ivermectin #ivm #kontrabulatekontracovid","People have been asking...why do I shill for Ivermectin? The answer is, for people who had severe covid, you ca get scared to experiece it again and if this is the solution, then why not!? #ivermectin #ivm #kontrabulatekontro",232,Text,04/05/21 22:21,,Emotional,0,0,0,,,,Anecdotal,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",,,
10-87,31/03/23 08:51:23,https://mobile.twitter.com/RTWFoundation/status/1435114915472175108,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,ivermectin pharma philipplines,@RTWFoundation,RTWFoundation,"Our mission is to supply rural government elementary schools throughout the Philippines, beginning on Mindanao, with modern educational equipment, food & cloths",Media,02/12,21,12,,Lots of lives saved here in the Philippines by Ivermectin. Same in Africa. My Foundation gave away thousands of doses. Big pharma and their politician investors doing anything they can to suppress other treatments or remedies. Shame in you all.,Lots of lives saved here in the Philippines by Ivermectin. Same in Africa. My Foundation gave away thousands of doses. Big pharma and their politician investors doing anything they can to suppress other treatments or remedies. Shame in you all.,244,"Text, Reply",07/09/21 13:37,,Emotional,111,7,10,,,,Anecdotal,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-88,31/03/23 08:54:23,https://twitter.com/AslLotoy/status/1377218766036078592,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin solusyon DOH,@AslLotoy,ASL Lotoy,tall dark n pogi,Anonymous,07/20,378,40,,"IVERMECTIN SOLUSYON SA COVID 19. COBIDA PINAGKAKAKITAANG NG FDA DOH AYAW APRUBAHAN ANG IVERMECTIN

{Alt-text image: Screenshot of youtube video talking about FDA not supporting Ivermectin}",IVERMECTIN IS SOLUTION FOR COVID 19. COVID IS  BEING USED FOR CORRUPTION BY THE FDA AND DOH THAT'S WHY THEY DON'T APRROVE IVERMECTIN {Alt-text image: Screenshot of youtube video talking about FDA not supporting Ivermectin},188,"Text, Image",31/03/21 19:18,,Emotional,0,0,0,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-89,31/03/23 09:05:24,https://twitter.com/BrentHermosa24/status/1379604527603544068,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin solusyon DOH,@BrentHermosa24,Scorpi,Livin',Identified,12/20,428,284,Pasay City,"Tang ina Ivermectin lang pala solusyon para matapos na yung pag kalat ng covid ang problema pinipigilan ng DOH at FDA, Bakit? kasi mura at wala silang makukuhang pera.","Tang ina Ivermectin was the solution all along to stop the spread of covid. The problem is DOH and FDA stops it, Why? cause it's cheap and they receive no money from it",167,Text,07/04/21 09:18,,Emotional,1,0,1,0,,,None,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",,,
10-90,31/03/23 09:18:09,https://twitter.com/jaguar726/status/1378230570577092616,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin solusyon DOH,@jaguar726,AlphaNumEric,"Gen X., I love my country. The Philippines. I experienced the leadership of Philippine presidents from Marcos to Duterte. I would know if you are lying.",Anonymous,11/09,573,363,,Panawagan sa FDA at DOH : Tutal wala naman kayo tiyak na solusyon ...wag na kayo maging hadlang sa posibleng solusyon. Lalo pa at napatunayan na wala naman pinsala na nararanasan sa gamot na Ivermectin at matagal na ito ginagamit . https://fb.watch/4DMAkfjuO0/ via,Advice for FDA and DOH: Since you guys have no solid solution ...Just don't be obstacles for possible solutions. Especially since it's been proven that there is no side effect when drinking Ivermectin and it's been used for quite a long time. https://fb.watch/4DMAkfjuO0/ via,264,"Text, Link",03/04/21 14:19,,Rational,0,0,0,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-91,31/03/23 09:27:48,https://twitter.com/GregGAndres1/status/1429695145549590533,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin solusyon DOH,@GregGAndres1,"Greg G. Andres
",,Identified,08/19,515,135,,Wala ng gusto maniwala sa DOH at FDA… ang dami ng bumibili at umiinum ng Ivermectin mahigit 1-taon na at marami na ding mga gumaling…wala kayo awa sa taumbayan ECQ MECQ at LOCKDOWN lang alam nyo. Pahirap sa taumbayan lang yan! Ivermectin ang solusyon sa pandemya!!!,"No one wants to believe DOH and FDA anymore... a lot of people already bought and drank Ivermectin for more than 1 year and many have been cured..you have no compassion for the people, ECQ, MECQ and LOCKDOWN are the only things you know. They're struggles for the people! Ivermectin is the solution to this pandemic!!! ",265,"Text, Reply",23/08/21 14:40,,Emotional,0,0,0,,,,Anecdotal,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-92,31/03/23 12:13:01,https://twitter.com/docaarjay/status/1378030499008892929,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin effective gamot,@docaarjay,aarjay,,Anonymous,04/15,4844,3586,,"Ivermectin tinest namin yan before, ang problema ayaw ng Pinas sa effective na gamot dahil wala silang pagkakakitaan","Ivermectin was tested before, the problem is the Philippines doesn't live effective medicine since they can't profit off of that",116,"Text, Reply",03/04/21 01:04,,Emotional,0,1,0,,,,Anecdotal,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-93,31/03/23 12:30:33,https://twitter.com/Cesar33421743/status/1480178445573189633,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin effective pharma,@Cesar33421743,Cesar,,Anonymous,08/19,2,2,,"SIMPLE PLAIN TRUTH: MATTHEW 10:8 ""DOH (department of health) BOW DOWN TO THE BIG PHARMA, THEY DIDN'T WANT US TO HEAL FROM COVID VIRUS THROUGH IVERMECTIN AND VIRGIN COCONUT OIL WHICH IS CHEAPER AND PROVEN EFFECTIVE"".

{Alt-text image: Picture of directions on how to drink Ivermectin}","SIMPLE PLAIN TRUTH: MATTHEW 10:8 ""DOH (department of health) BOW DOWN TO THE BIG PHARMA, THEY DIDN'T WANT US TO HEAL FROM COVID VIRUS THROUGH IVERMECTIN AND VIRGIN COCONUT OIL WHICH IS CHEAPER AND PROVEN EFFECTIVE"".

{Alt-text image: Picture of directions on how to drink Ivermectin}",283,"Text, Image",09/01/22 22:03,,Rational,0,0,0,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No Location,,
10-94,31/03/23 13:15:05,https://twitter.com/RussSegner/status/1420830423857381385,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin safe effective,@RussSegner,#DeSantis2024- Russ,"Just a sinner thankful for Grace. It's easy to make money at the Track, Bet more on the winners than losers. Former Pro .. Current  Junkie",Identified,12/14,4968,4570,Fake Location,The entire plot has been exposed.. They had to down play cheap effective drugs like Ivermectin and Hydroxychloroquine in order to perpetuate the pandemic so they could push vaccines which leads to vaccine passports which leads to their total control of our lives.. SCREW THAT..!!,The entire plot has been exposed.. They had to down play cheap effective drugs like Ivermectin and Hydroxychloroquine in order to perpetuate the pandemic so they could push vaccines which leads to vaccine passports which leads to their total control of our lives.. SCREW THAT..!!,279,Text,30/07/21 03:35,,Rational,1,0,1,,,,None,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",This tweet was referenced by  10-76; Foreign tweet that reached Filipino audience,,
10-95,31/03/23 13:23:56,https://twitter.com/LBB_Research/status/1421322327736737795,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin end covid 19,@LBB_Research,Live Beyond Borders,Fully Independent and well-researched information on how to preserve your wealth and freedom through international diversification. Our Terms of Usage apply,Media,12/19,219,768,Fake Location,"One more doctor recommends Ivermectin as a cheap and effective treatment of Covid. Like all the doctors from all over the world before, he is not a veterinarian, as the FDA and media want you believe","One more doctor recommends Ivermectin as a cheap and effective treatment of Covid. Like all the doctors from all over the world before, he is not a veterinarian, as the FDA and media want you believe",199,"Text, URL",31/07/21 12:10,,Rational,0,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",This tweet was referenced by  10-77; Foreign tweet that reached Filipino audience,,
10-96,31/03/23 13:45:33,https://twitter.com/OMGTheMess/status/1421991059467370498,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin end covid 19,@OMGTheMess,Old Soldier,Haruspex. PTSD. 27 years Regular Army. I will tweet what I believe to be true. It may hurt your feelings. Not sorry. Unwilling to tolerate abuse. AFG.,Anonymous,04/13,4831,25167,"Queensland, Australia","One of the most effective treatments for Covid was identified at Monash University, along with the Doherty Institute, which showed that ivermectin kills the Sars-CoV-2 virus within 48 hours. This was of course silenced.","One of the most effective treatments for Covid was identified at Monash University, along with the Doherty Institute, which showed that ivermectin kills the Sars-CoV-2 virus within 48 hours. This was of course silenced.",219,Text,02/08/21 08:27,,Rational,482,69,194,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",This tweet was referenced by  10-78; Foreign tweet that reached Filipino audience,,
10-97,31/03/23 13:53:54,https://twitter.com/notdeplorableky/status/1422598932534792192,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin end covid 19,@notdeplorableky,Mable Wetmore,,Anonymous,10/16,3204,916,,"May God help the victims of this crime against humanity. In Jesus’ name. Amen. (The other crime is that of withholding safe, effective drugs like Hydroxychloroquine & Ivermectin)","May God help the victims of this crime against humanity. In Jesus’ name. Amen. (The other crime is that of withholding safe, effective drugs like Hydroxychloroquine & Ivermectin)",178,"Text, Reply",04/08/21 00:43,,Rational,1,0,1,,,,None,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",This tweet was referenced by  10-78; The tweet it is replying to came from a suspended account; No location; Foreign tweet that reached Filipino audience,,
10-98,31/03/23 13:54:44,https://twitter.com/josueaceves925/status/1422938545845587973,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin suppresed,@josueaceves925,Isaias,813 | Mexican-American  | MUFC,Identified,10/15,322,147,"Tampa,Florida","Crazy how doctors around the world have had vast success treating patients with hydroxychloroquine and ivermectin and yet that info is being suppressed and no government funded studies to see how effective these medicines are on c19, even though they’ve been around since 1955.","Crazy how doctors around the world have had vast success treating patients with hydroxychloroquine and ivermectin and yet that info is being suppressed and no government funded studies to see how effective these medicines are on c19, even though they’ve been around since 1955.",277,Text,04/08/21 23:12,,Rational,3,0,3,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",This tweet was referenced by  10-105; Foreign tweet that reached Filipino audience,,
10-99,31/03/23 15:06:34,https://mobile.twitter.com/zelformilles/status/1424169497846456320,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin effective,@zelformilles,Eliezl Custodio,"Believe in the Lord #JESUS, and you will be saved, you and your household. - Acts16:31",Identified,07/17,86,176,,"Mura na, siguradong effective pa! #Yestoivermectin #Notovaccine",It's cheap and surely effective! #Yestoivermectin #Notovaccine,63,"Text,Reply",08/08/21 08:44,,Rational,0,1,0,,,,None,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",Tweet is part of a thread,,
10-100,31/03/23 15:07:16,https://twitter.com/ed_j12/status/1385545899229683720,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin humans,@ed_j12,εd๑j☈,adopt don’t shop!,Anonymous,03/09,503,59,,"Clearly, you have not done your research. Ivermectin is used for humans. Try mo google its free!!!","Clearly, you have not done your research. Ivermectin is used for humans. Try mo google its free!!!",98,"Text, Reply",23/04/21 18:47,,Emotional,0,1,0,,,,Factual,"The Nobel Prize in fact was not awarded for Ivermectin curing Covid 19, rather it was actually awarded to two scientiests for their discoveries involving the drug for treating parasitic infections.

[https://www.reuters.com/article/factcheck-nobel-ivermectin-idUSL1N2QB2XA]",,,
10-101,31/03/23 15:11:03,https://twitter.com/c_28ortsac/status/1379101408973103108,10,"Aquino, Antonio",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin sagot covid 19,@c_28ortsac,jac,"Blameless Fight and Stand Still!! Not for myrself, but For God and for others.",Anonymous,05/20,32,4,,Bakit hindi bigyan ng pag kakataon ang Ivermectin kung ito naman sagot sa Covid-19.. DOH and FDA maawa kayo sa mga Filipino nahihirapan na mga tao dahil sa covid.,Why can't Ivermectin be given a chance if it's the cure for Covid 19 - DOH and FDA have mercy on the Filipinos struggling under Covid,162,Text,05/04/21 23:59,,Emotional,0,0,0,,,,None,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",,,
